job_title,company_name,job_summary,job_link,job_tech_stack
Rendszerszervező,MVM Informatika Zrt.,érzékenység Szakmai gyakorlat: üzleti elemző vagy IT igényelemzés területen szerzett tapasztalat...,https://www.profession.hu/allas/rendszerszervezo-mvm-informatika-zrt-budapest-2250381?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['WORD', 'POWERPOINT', 'MS PROJECT', 'SAP', 'ENTERPRISE ARCHITECT', 'ITIL', 'OUTLOOK']"
Senior Technical Support Engineer,Huawei Technologies Hungary Kft.,Every day will bring new and exciting challenges on the job while you： Learn and use groundbreaking technologies.  Engineers will apply advanced troubleshooting techniques to provide unique solutions for our customers and lead customer interactions by thoughtfully working with th...,https://www.profession.hu/allas/senior-technical-support-engineer-huawei-technologies-hungary-kft-budapest-2241849/pro?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['CLOUD', 'LINUX', 'WINDOWS', 'NETWORK', 'SECURITY', 'DATABASE', 'DOCKER', 'WORD', 'ADOBE', 'ACCESS']"
IT Solution Architect,ENLOYD Kft.,"üzemeltető, fejlesztő, project manager, business analyst kollégákkal és az üzleti területek...",https://www.profession.hu/allas/it-solution-architect-enloyd-kft-2255052/pro?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
AI Research Engineer - aiNotate,aiMotive Kft.,"Research, develop, and implement algorithms to improve the quality and robustness of the auto-annotation pipeline using supervised and self-supervised learning. Develop detection and tracking solutions based on various sensor data Reconstruct 3D environments with NeRFs Integra...",https://www.profession.hu/allas/ai-research-engineer-ainotate-aimotive-kft-2246150?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['PYTHON', 'NETWORK', 'C++', 'LINUX', 'DOCKER']"
Senior Software Engineer (C# / Python),Unisys,"Analyzes, designs, programs, debugs, and modifies software enhancements and/or new products used in local, networked, cloud-based or Internet-related computer programs. Code may be used in commercial or end-user applications, such as materials management, financial management, HR...",https://www.profession.hu/allas/senior-software-engineer-c-python-unisys-2247093?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
CRM (Salesforce) Üzleti tanácsadó,Attention CRM Consulting Kft.,"tanácsadói, folyamatszervezői, rendszerszervezői, business analyst tapasztalat
Szoftver bevezetési...",https://www.profession.hu/allas/crm-salesforce-uzleti-tanacsado-attention-crm-consulting-kft-2249878?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['CRM', 'ORACLE', 'DYNAMICS', 'SAP', 'TERADATA']"
Android developer (972),Qualysoft Informatikai Zrt.,Qualysoft Informatikai Zrt. Android developer (972) Budapest Budapest Business analyst Legújabb...,https://www.profession.hu/allas/android-developer-qualysoft-informatikai-zrt-2241053?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Senior Software Engineer - Localization and Mapping,aiMotive Kft.,"Design, implementation, testing and analysis of Localization & Mapping SW components for automated driving. Understand requirements between systems and be able to translate them into well-balanced technical designs that can be implemented in an iterative approach enabling agility...",https://www.profession.hu/allas/senior-software-engineer-localization-and-mapping-aimotive-kft-2255137?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['TESTING', 'ACCESS', 'SECURITY', 'C++', 'DYNAMICS.']"
Alkalmazásgazda ,DIGI Kft.,"; Alkalmazotti jogviszony; Főiskola; Üzleti elemző; IT tanácsadó, Elemző, Auditor; Rendszertervező; IT...",https://www.profession.hu/allas/alkalmazasgazda-digi-kft-2256067?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Rendszerszervező (RSZ),MAVIR Zrt.,Architect felhasználói szintű ismerete Folyamatmodellezési tapasztalat Business Analyst minősítés/képesítés...,https://www.profession.hu/allas/rendszerszervezo-rsz-mavir-zrt-2247867?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['WORD', 'POWERPOINT', 'ENTERPRISE ARCHITECT', 'OUTLOOK']"
System Analyst,ShiwaForce.com Zrt.,/gazdaságinformatikai vagy közgazdasági felsőfokú végzettség 3-4 év tapasztalat Business/System Analyst...,https://www.profession.hu/allas/system-analyst-shiwaforce-com-zrt-2258383?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,['AZURE']
IT Product Owner,OTP Bank Nyrt.,", Döntéshozatali képesség Proaktív munkavégzés. 2 év product owner tapasztalat, IT fejlesztői vagy Business... Analyst tapasztalat, Új rendszer bevezetésében szerzett tapasztalat, Korszerű IT megoldások ismerete...",https://www.profession.hu/allas/it-product-owner-otp-bank-nyrt-budapest-2251845?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Automation Tester (E-G2),Tech People Hungary Kft.,"Develop and introduce automated testing scripts using various technologies to test; Recommend improvements to testing processes and procedures; Stay up-to-date with the latest testing technologies and methodologies; Analyze, reproduce and track errors reported by the customer or...",https://www.profession.hu/allas/automation-tester-e-g-tech-people-hungary-kft-budapest-2245139?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Senior frontend developer (E01),Tech People Hungary Kft.,"Creating new functionalities of the financial systems Participation in the creation of the new, state of the art systems user interface Write clear, maintainable and testable code that you are proud of Confession free participation in cross-team function Running the mentorship wi...",https://www.profession.hu/allas/senior-frontend-developer-e-tech-people-hungary-kft-budapest-2243868?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Rendszerszervező,RowanHill Digital Kft.,"rendelkezel Systems Analyst vagy Business Analyst munkakörben, Jól beszélsz és írsz angolul társalgási...",https://www.profession.hu/allas/rendszerszervezo-rowanhill-digital-kft-2257522?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
IT folyamatfejlesztő - Camunda BPM,OTP Bank Nyrt.,és/vagy üzleti elemző és/vagy folyamatfejlesztő munkakörben szerzett legalább 1 év szakmai...,https://www.profession.hu/allas/it-folyamatfejleszto-camunda-bpm-otp-bank-nyrt-budapest-2251863?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['SQL', 'ORACLE', 'JAVASCRIPT', 'XML', 'JSON', 'POSTMAN', 'GIT']"
IT teszt koordinátor,ENLOYD Kft.,", project manager, business analyst kollégákkal és az üzleti területek képviselőivel, így a csapatjátékos... status; College; Tester, Test Engineer; IT Development; Language skills are not required; junior; flexible working hours ...",https://www.profession.hu/allas/it-teszt-koordinator-enloyd-kft-2244091?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Belső ellenőr,ERSTE BANK HUNGARY Zrt.,"adatelemző alkalmazásokat;
·       nem okoz problémát egy-egy szakmai, üzleti célú utazás.  
ELŐNYT...",https://www.profession.hu/allas/belso-ellenor-erste-bank-hungary-zrt-2243943?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
IT Konzulens,Magyar Nemzeti Bank,", ügyfélorientáltság; középszintű angolnyelv-tudás. Szoftver üzleti elemző vagy rendszerszervező...",https://www.profession.hu/allas/it-konzulens-magyar-nemzeti-bank-2242057?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Business Development Project Manager,Foodora,hozzánk Business Development Project Manager/Business Analyst pozícióra! Munkád során...,https://www.profession.hu/allas/business-development-project-manager-foodora-2254593?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
"Developer, Software Automation",Hydro Extrusion Hungary Kft.,"communicating the technical infrastructure requirements Supporting Business Analyst during the... designing process of a new software automation solution Modelling, developing and implementing automation...",https://www.profession.hu/allas/developer-software-automation-hydro-extrusion-hungary-kft-2243678?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Team Lead and Principal Developer ,Ericsson,"well-integrated development machinery. More-or-less everything that an engineer can dream of who... , and attacks. One which makes mobile communication secure and protect your data and privacy. Because...",https://www.profession.hu/allas/team-lead-and-principal-developer-ericsson-2193895?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
